MS-DAR-00004-000-00515.jpg,MS-DAR-00060-00001-000-00092.jpg,0.9901927758215414
MS-DAR-00029-00001-000-00082.jpg,MS-DAR-00185-000-00418.jpg,0.5190020427336262
MS-DAR-00059-00002-000-00031.jpg,MS-DAR-00209-00015-000-00074.jpg,0.5260307461855097
MS-DAR-00077-000-00254.jpg,MS-DAR-00209-00005-000-00121.jpg,0.5372219966792068
MS-DAR-00053-00001-000-00156.jpg,MS-DAR-00059-00002-000-00163.jpg,0.5606535779525545
MS-DAR-00077-000-00100.jpg,MS-DAR-00015-00001-000-00062.jpg,0.5649910438518922
MS-DAR-00069-000-00290.jpg,MS-DAR-00205-00009-000-00311.jpg,0.5657565657286239
MS-DAR-00070-000-00171.jpg,MS-DAR-00070-000-00171.jpg,0.96141253667081
MS-DAR-00015-00002-000-00062.jpg,MS-DAR-00006-000-00063.jpg,0.9987967353684984
MS-DAR-00055-000-00061.jpg,MS-DAR-00077-000-00212.jpg,0.9964196982555112
MS-DAR-00069-000-00366.jpg,MS-DAR-00205-00009-000-00745.jpg,0.9991534677413988
MS-DAR-00016-000-00005.jpg,MS-DAR-00047-000-00102.jpg,0.9969439968395896
MS-DAR-00047-000-00464.jpg,MS-DAR-00205-00009-000-00367.jpg,0.9989689244332798
MS-DAR-00077-000-00300.jpg,MS-DAR-00081-000-00173.jpg,0.5878679298994913
MS-DAR-00011-00002-000-00160.jpg,MS-DAR-00066-000-00037.jpg,0.8179103320319197
MS-DAR-00209-00014-000-00066.jpg,MS-DAR-00084-00002-000-00164.jpg,0.8952048629887138
MS-DAR-00053-00001-000-00385.jpg,MS-DAR-00087-000-00129.jpg,0.8578547753605749
MS-DAR-00081-000-00356.jpg,MS-DAR-00018-00002-000-00070.jpg,0.990438845270868
MS-DAR-00209-00006-000-00044.jpg,MS-DAR-00060-00001-000-00288.jpg,0.8149264044186809
MS-DAR-00185-000-00610.jpg,MS-DAR-00088-000-00155.jpg,0.8729485752588196
